WRB_PHASES,WRB4,WRB2,FAO90,ROOT_DEPTH,PHASE1,PHASE2,ROOTS,IL,SWR,DRAINAGE,AWC,ADD_PROP,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
CMca,CMca,CM,CMc,,,,2.0,1.0,2.0,MW,,0.0,D6,100,150,17,26,43,31,5.0,M,1.65,1.85,0.18200001,8.1000004,0.46000001,6,17,51,52,52,100,0,14,20.799999,5.9000001,1
CRha,CRha,CR,RGi,,,,4.0,4.0,,MW,,0.0,D3,40,60,38,35,50,15,7.0,M,1.37,1.61,1.562,6.8000002,0.97000003,14,12,50,26,25,78,0,4,0.0,3.0,1
CMcr,CMcr,CM,CMx,1.0,,,,,1.0,MW,162.0,0.0,D1,0,20,9,61,19,20,10.0,M,1.37,1.73,0.74400002,6.6999998,0.75,11,11,45,13,12,82,0,1,0.0,2.0,1
PZet,PZet,PZ,PZb,,,,2.0,1.0,1.0,SE,,0.0,D6,100,150,10,83,14,3,12.0,C,1.76,1.1,0.24100001,5.5999999,0.31,11,5,57,4,4,56,13,2,0.0,0.0,0
PTha,PTha,PT,ACp,,,,1.0,3.0,1.0,P,,0.0,D4,60,80,15,52,19,29,10.0,M,1.5599999,1.84,0.114,5.0999999,0.23999999,9,4,13,2,1,63,37,2,0.0,0.0,0
PZal,PZal,PZ,PZh,,,,1.0,1.0,2.0,MW,,0.0,D3,40,60,20,72,22,6,11.0,C,1.28,1.33,1.79,4.9000001,0.75999999,22,12,85,4,1,12,44,1,0.0,0.0,0
GY,GY,GY,GY,,,,,,,MW,,0.0,D4,60,80,5,44,36,20,9.0,M,1.39,1.71,0.15900001,8.1000004,0.34,7,8,38,177,177,100,0,35,12.2,42.200001,3
GLdy,GLdy,GL,GLd,,,,2.0,3.0,4.0,VP,,0.0,D4,60,80,11,23,42,35,5.0,F,1.3099999,1.89,0.189,5.1999998,0.57999998,7,14,39,8,5,47,43,1,0.0,0.0,0
CMcr,CMcr,CM,CMx,,,,3.0,1.0,,MW,,0.0,D3,40,60,11,31,28,41,3.0,F,1.38,1.95,0.78299999,6.3000002,0.89999998,10,20,52,21,20,85,0,1,0.0,2.8,0
CLpt,CLpt,CL,CLp,,0.0,3.0,,,0.0,MW,,1.0,D3,40,60,21,59,20,21,10.0,M,1.41,1.74,0.39399999,8.3000002,0.49000001,15,11,40,37,37,100,0,6,46.799999,1.1,1
GLmo,GLmo,GL,GLm,,,,0.0,0.0,0.0,VP,,0.0,D3,40,60,5,26,40,34,5.0,M,1.35,1.88,0.74199998,6.9000001,1.34,9,22,53,18,20,86,0,4,9.3999996,0.1,0
PZcb,PZcb,PZ,PZc,,,,,,,SE,,0.0,D7,150,200,25,87,6,7,12.0,C,1.61,1.39,0.55599999,5.0999999,0.30000001,18,4,51,4,4,62,10,2,0.0,0.0,0
GYha,GYha,GY,GYh,,,,1.0,1.0,3.0,MW,,0.0,D5,80,100,19,43,38,19,9.0,M,1.35,1.6900001,0.138,8.0,0.27000001,6,6,29,222,222,100,0,23,13.7,45.700001,3
RGeu,RGeu,RG,RGe,,,,1.0,1.0,1.0,MW,,3.0,D3,40,60,32,50,33,17,9.0,M,1.5700001,1.66,0.41799998,7.5,0.52999997,11,13,72,26,23,98,0,4,2.5,0.60000002,1
LPeu,,LP,LPe,3.0,0.0,0.0,,,0.0,I,29.0,0.0,D1,0,20,21,61,23,16,11.0,M,1.3200001,1.65,0.588,7.6999998,0.94999999,9,13,59,27,26,91,0,1,4.5,0.30000001,1
PZet,PZet,PZ,PZb,,,,1.0,3.0,1.0,MW,,0.0,D3,40,60,13,72,22,6,11.0,C,1.39,1.33,1.097,5.0,0.81,18,6,63,3,2,27,44,2,0.0,0.0,0
PHha,PHha,PH,PHh,,,,1.0,1.0,2.0,MW,,0.0,D4,60,80,4,32,43,25,9.0,M,1.5,1.78,0.60699999,6.8000002,0.70999998,8,18,67,23,22,96,0,1,0.0,0.1,0
HScr,CRhi,CR,HSi,,,,1.0,1.0,4.0,VP,,2.0,D6,100,150,58,67,26,7,11.0,C,0.43000001,1.37,29.444,5.6999998,12.21,17,64,57,43,47,53,4,2,0.0,0.0,1
RGca,RGca,RG,RGc,1.0,,,,,1.0,MW,160.0,0.0,D1,0,20,16,44,32,24,9.0,M,1.49,1.77,0.90699995,7.9000001,0.88999999,9,16,61,29,29,97,0,3,10.1,2.9000001,1
HSfi,HSfi,HS,HSf,3.0,,,5.0,2.0,4.0,VP,53.0,0.0,D1,0,20,16,27,38,35,5.0,F,0.11,1.89,49.68,4.5999999,12.82,27,105,57,33,72,61,3,2,0.0,0.0,0
PZgl,PZgl,PZ,PZg,,,,3.0,3.0,,P,,0.0,D2,20,40,13,72,22,6,11.0,C,1.4,1.33,1.6899999,4.8000002,0.94,21,9,62,4,2,25,46,1,0.0,0.0,0
RTdy,RTdy,RT,PDd,,,,1.0,1.0,1.0,MW,,0.0,D3,40,60,8,46,39,15,9.0,M,1.67,1.62,0.211,5.0999999,0.28999999,9,9,60,8,6,60,26,1,0.0,0.0,0
SCmo,SCmo,SC,SCm,,,,,,,MW,,0.0,D7,150,200,24,25,37,38,5.0,F,1.53,1.92,0.20999999,7.9000001,0.27000001,11,23,58,59,59,100,0,59,13.9,9.6999998,19
FRro,FRro,FR,FRr,,,,,,,MW,,,D3,40,60,1,32,15,53,3.0,F,1.28,2.03,0.61699998,5.4000001,0.58999997,10,6,8,4,3,33,17,1,0.0,0.0,0
FRha,FRha,FR,FRh,,0.0,0.0,,,0.0,MW,,0.0,D5,80,100,6,34,16,50,3.0,F,1.33,2.02,0.43200001,5.0999999,0.51999998,9,6,9,3,2,24,53,2,0.0,0.0,0
LVcr,LVcr,LV,LVx,,,,1.0,4.0,1.0,MW,,0.0,D6,100,150,19,35,26,39,5.0,F,1.54,1.9299999,0.20799999,6.4000001,0.52999997,6,15,50,19,17,80,0,2,0.0,2.7,1
CMgl,CMgl,CM,CMg,1.0,,,2.0,2.0,4.0,P,165.0,0.0,D1,0,20,6,25,46,29,5.0,M,1.36,1.8200001,2.2160001,5.8000002,2.2,11,21,38,18,15,61,25,1,0.0,1.6,1
ACfr,ACfr,AC,ACf,,,,,,,MW,,3.0,D3,40,60,31,43,17,40,3.0,F,1.42,1.95,0.479,5.0999999,0.51999998,9,6,12,3,2,30,46,3,0.0,0.0,0
CMkkeu,CMeu,CM,CMe,1.0,1.0,,,,,MW,150.0,3.0,D1,0,20,13,40,40,20,9.0,M,1.41,1.71,1.562,6.4000001,1.41,11,16,54,15,14,82,0,2,0.0,1.6,2
CMgl,CMgl,CM,CMg,,,,1.0,1.0,,P,,0.0,D2,20,40,12,34,46,20,9.0,M,1.52,1.71,1.0239999,6.0999999,1.2,9,14,46,12,10,72,0,2,0.0,1.3,1
CRha,CRha,CR,RGi,,,,4.0,4.0,1.0,MW,,2.0,D2,20,40,39,68,21,11,11.0,C,1.5,1.53,0.132,6.8000002,0.75,11,16,61,26,24,76,0,5,8.5,2.9000001,1
FRxa,FRxa,FR,FRx,,0.0,0.0,,,0.0,MW,,0.0,D3,40,60,4,46,10,44,8.0,F,1.3099999,1.98,0.51100004,4.6999998,0.50999999,10,4,6,1,1,10,19,2,0.0,0.0,0
HScr,CRhi,CR,HSi,,,,3.0,3.0,,VP,,0.0,D7,150,200,22,69,21,10,11.0,C,0.18000001,1.5,34.514,5.8000002,11.02,18,50,65,44,45,78,1,1,0.0,0.0,0
CMca,CMca,CM,CMc,,0.0,0.0,,,0.0,MW,,0.0,D6,100,150,6,43,37,20,9.0,M,1.53,1.71,0.23499998,8.3000002,0.38,7,14,75,51,51,100,0,25,11.5,2.2,1
RGca,RGca,RG,RGc,,,,1.0,3.0,1.0,MW,,0.0,D7,150,200,21,42,37,21,9.0,M,1.55,1.73,0.18700001,8.1999998,0.49000001,8,12,82,53,49,100,0,15,11.7,2.4000001,3
GLum,GLum,GL,GLu,,,,1.0,1.0,4.0,P,,2.0,D7,150,200,18,54,40,6,11.0,M,1.8,1.3099999,0.112,6.0999999,0.14,14,4,29,4,4,90,0,3,0.0,0.0,1
HSsa,HSsa,HS,HSs,,,,1.0,1.0,4.0,VP,,0.0,D3,40,60,3,22,51,27,7.0,M,0.5,1.8,35.264,5.1999998,15.76,19,92,83,66,84,76,2,2,0.0,0.0,1
CMdy,CMdy,CM,CMd,,,,0.0,0.0,0.0,MW,,0.0,D4,60,80,26,55,36,9,11.0,M,1.6,1.45,0.25400001,5.5,0.44999999,11,6,52,4,4,51,32,2,0.0,2.7,0
KSkk,KScc,KS,KSk,,18.0,0.0,,,0.0,MW,,0.0,D3,40,60,4,26,39,35,5.0,F,1.5599999,1.89,0.78799999,8.1000004,0.74000001,8,20,46,57,57,100,0,2,30.799999,1.6,0
SNgl,SNgl,SN,SNg,,,,1.0,4.0,3.0,P,,0.0,D6,100,150,1,27,45,28,5.0,M,1.5599999,1.8099999,0.20199999,8.6000004,0.30000001,8,20,71,26,27,99,0,45,6.4000001,1.4,6
AN,AN,AN,ANh,,,,3.0,1.0,1.0,MW,,0.0,D7,150,200,33,56,33,11,11.0,M,1.16,1.52,1.382,5.9000001,0.77999997,12,16,109,7,4,27,44,2,0.0,0.0,0
CMcrkk,,CM,CMx,,1.0,0.0,,,0.0,MW,,0.0,D6,100,150,21,46,23,31,10.0,M,1.55,1.86,0.289,7.1999998,0.51999998,7,16,54,18,18,88,0,2,11.4,6.3000002,0
CMdy,CMdy,CM,CMd,,,,1.0,1.0,1.0,MW,,0.0,D6,100,150,10,55,30,15,11.0,M,1.59,1.62,0.24700001,5.5,0.43000001,8,8,51,5,4,48,42,2,0.0,4.5,0
CRha,CRha,CR,RGi,3.0,,,5.0,1.0,,MW,22.0,0.0,D1,0,20,42,69,21,10,11.0,C,1.38,1.5,0.60500002,7.6999998,0.74000001,16,33,54,23,25,77,0,2,7.9000001,2.9000001,1
PZrs,PZrs,PZ,PZf,,,,,,1.0,MW,,0.0,D6,100,150,26,69,26,5,11.0,C,1.76,1.26,0.149,5.5999999,0.31,11,5,57,4,4,56,13,2,0.0,0.0,0
PHgl,PHgl,PH,PHg,,,,,,,P,,3.0,D3,40,60,19,37,33,30,5.0,M,1.45,1.84,0.63699996,6.9000001,0.56,11,19,50,25,25,82,0,3,1.1,0.1,0
CMdy,CMdy,CM,CMd,,,,2.0,2.0,,MW,,0.0,D6,100,150,26,50,32,18,9.0,M,1.53,1.6799999,0.34900001,5.4000001,0.52999997,8,10,50,6,5,40,40,2,0.0,5.0999999,0
CLlv,CLlv,CL,CLl,,,,,,,MW,,,D4,60,80,15,50,26,24,10.0,M,1.5700001,1.78,0.26099998,8.3000002,0.46000001,7,15,59,45,45,100,0,9,18.299999,2.8,1
VRcc,VRcc,VR,VRk,,,,,,,P,,0.0,D5,80,100,15,23,26,51,3.0,F,1.5599999,2.01,0.46599999,8.3999996,0.43000001,12,47,80,61,60,99,0,15,8.1999998,0.60000002,2
HSfi,HSfi,HS,HSf,,,,,,,VP,,3.0,D7,150,200,21,57,28,15,11.0,M,0.20999999,1.63,36.980999,4.5,11.53,27,48,65,43,28,82,1,11,0.0,0.0,0
SCmo,SCmo,SC,SCm,1.0,,,,,,MW,74.0,0.0,D1,0,20,16,59,25,16,11.0,M,1.42,1.65,0.60699999,8.5,0.43000001,12,7,43,65,64,100,0,18,15.3,6.8000002,14
GY,GY,GY,GY,,,,,,,MW,,0.0,D3,40,60,3,43,36,21,9.0,M,1.38,1.73,0.228,8.1000004,0.43000001,7,9,35,165,165,100,0,29,13.4,43.599998,2
CHto,CHto,CH,CHw,1.0,,,,,,MW,155.0,0.0,D1,0,20,9,29,44,27,9.0,M,1.39,1.8,2.9400001,6.8000002,2.6199999,11,27,62,30,30,94,0,1,4.4000001,0.80000001,1
KSlv,KSlv,KS,KSl,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,17,33,43,24,9.0,M,1.59,1.77,0.163,7.9000001,0.36000001,7,19,79,32,32,99,0,5,3.7,2.5,3
LVcc,LVcc,LV,LVk,,,,,,,MW,,,D6,100,150,24,37,36,27,9.0,M,1.4400001,1.8099999,0.25400001,8.1999998,0.41999999,8,15,58,37,37,100,0,3,33.599998,0.2,1
RGeu,RGeu,RG,RGe,,,,1.0,1.0,1.0,MW,,0.0,D3,40,60,32,50,33,17,9.0,M,1.5700001,1.66,0.41799998,7.5,0.52999997,11,13,72,26,23,98,0,4,2.5,0.60000002,1
PHlv,PHlv,PH,PHl,,,,1.0,1.0,2.0,MW,,0.0,D7,150,200,7,24,49,27,9.0,M,1.7,1.8,0.19500001,7.3000002,0.41,6,16,59,27,27,99,0,3,19.0,0.1,2
HSsa,HSsa,HS,HSs,,,,1.0,1.0,2.0,VP,,3.0,D6,100,150,6,36,44,20,9.0,M,0.92000002,1.71,19.458,5.8000002,8.9099998,16,48,79,33,46,76,4,12,0.0,0.0,1
SCha,SCha,SC,SCh,,,,,,,MW,,0.0,D4,60,80,5,45,32,23,9.0,M,1.5,1.76,0.37599999,8.1999998,0.52999997,9,10,50,43,42,99,0,44,10.9,3.9000001,20
GLdy,GLdy,GL,GLd,3.0,,,4.0,4.0,2.0,P,38.0,0.0,D1,0,20,2,24,51,25,7.0,M,1.0,1.77,4.177,5.1999998,3.46,13,24,20,13,9,38,39,1,0.0,0.0,1
LPdy,LPdy,LP,LPd,3.0,,,5.0,2.0,,I,29.0,0.0,D1,0,20,35,42,43,15,9.0,M,1.37,1.61,1.265,5.0999999,0.94,11,10,35,3,2,24,14,2,0.0,0.30000001,1
RTgl,RTgl,RT,PDg,,,,5.0,1.0,4.0,P,,0.0,D6,100,150,2,42,32,26,9.0,M,1.74,1.8,0.079000004,5.9000001,0.23,8,15,61,24,13,86,14,2,0.0,0.0,0
GLti,GLti,GL,FLt,,,,1.0,1.0,2.0,I,,0.0,D5,80,100,9,28,30,42,3.0,F,0.94,1.95,2.04,4.0,1.1799999,15,20,27,66,34,80,21,39,0.0,1.4,2
RGdy,RGdy,RG,RGd,,,,3.0,1.0,4.0,MW,,0.0,D3,40,60,19,59,29,12,11.0,M,1.59,1.55,0.419,5.0999999,0.67000002,7,5,37,4,2,44,33,1,0.0,3.0,1
NTro,NTro,NT,NTr,1.0,,,,,,MW,159.0,3.0,D1,0,20,2,22,27,51,3.0,F,1.28,2.01,1.717,5.6999998,2.1700001,9,17,16,12,12,51,8,2,0.0,0.0,0
VRcc,VRcc,VR,VRk,,,,,,,P,,3.0,D4,60,80,4,16,27,57,3.0,F,1.71,2.05,0.48499998,8.1000004,0.62,10,39,67,58,61,99,0,12,11.9,0.40000001,1
RGca,RGca,RG,RGc,1.0,0.0,0.0,,,0.0,MW,151.0,0.0,D1,0,20,12,38,39,23,9.0,M,1.4299999,1.76,1.1689999,7.9000001,1.3099999,10,19,68,40,40,99,0,2,9.8000002,2.9000001,1
RGdy,RGdy,RG,RGd,,,,,,1.0,MW,,0.0,D5,80,100,30,61,28,11,11.0,M,1.6,1.52,0.30599999,5.1999998,0.52999997,6,5,48,5,3,41,46,2,0.0,2.3,1
RTgl,RTgl,RT,PDg,,,,1.0,1.0,2.0,P,,2.0,D7,150,200,3,46,30,24,9.0,M,1.74,1.78,0.097000003,6.0999999,0.23999999,10,14,64,24,14,97,0,3,0.0,0.0,1
CLha,CLha,CL,CLh,,,,4.0,1.0,1.0,MW,,0.0,D5,80,100,20,46,34,20,9.0,M,1.5,1.71,0.245,8.3999996,0.38,7,12,57,49,49,100,0,15,25.6,1.4,2
PZgl,PZgl,PZ,PZg,,,,1.0,3.0,2.0,P,,0.0,D5,80,100,24,80,13,7,12.0,C,1.61,1.38,0.62199998,4.9000001,0.28,17,6,57,1,1,29,18,2,0.0,0.0,0
CMgl,CMgl,CM,CMg,1.0,,,1.0,2.0,3.0,P,160.0,0.0,D1,0,20,9,33,47,20,9.0,M,1.26,1.7,2.925,5.9000001,3.21,12,22,41,16,14,67,24,1,0.0,1.6,1
HSsa,HSsa,HS,HSs,,,,2.0,3.0,3.0,VP,,0.0,D4,60,80,3,27,51,22,7.0,M,0.56,1.73,30.116001,5.4000001,12.23,20,72,81,58,73,97,5,4,0.0,0.0,1
PHfv,PHfv,PH,FLm,,,,,,,MW,,3.0,D5,80,100,25,50,22,28,10.0,M,1.45,1.83,0.61500001,6.8000002,0.57999998,13,18,68,11,16,81,0,5,0.0,1.4,2
KScckk,,KS,KSk,,1.0,0.0,,,0.0,MW,,0.0,D2,20,40,15,39,34,27,9.0,M,1.42,1.8099999,0.991,8.1000004,1.1,9,19,60,48,48,100,0,2,16.4,0.2,0
CMkkca,CMca,CM,CMc,1.0,18.0,,,,,MW,165.0,0.0,D1,0,20,7,44,36,20,9.0,M,1.41,1.71,1.054,8.0,1.02,9,15,59,39,39,100,0,2,11.2,2.0999999,1
PHha,PHha,PH,PHh,,,,1.0,1.0,1.0,MW,,0.0,D3,40,60,15,38,34,28,5.0,M,1.39,1.8200001,0.88500005,6.6999998,1.0599999,9,21,66,15,15,84,0,3,0.0,0.1,0
ATir,AT,AT,ATa,1.0,13.0,,,,,MW,110.0,0.0,D1,0,20,11,63,24,13,11.0,M,1.34,1.58,0.90799999,8.6000004,0.94,9,7,30,8,9,73,0,2,15.9,0.2,1
PZal,PZal,PZ,PZh,,,,1.0,1.0,2.0,MW,,0.0,D3,40,60,22,61,34,5,11.0,M,1.48,1.26,1.1899999,5.3000002,0.86000001,15,9,72,3,2,29,41,2,0.0,0.0,0
VRlecc,VRcc,VR,VRk,3.0,2.0,0.0,,,,P,49.0,0.0,D1,0,20,5,18,28,54,3.0,F,1.6,2.03,0.96999997,7.8000002,1.11,10,39,67,49,52,100,0,4,8.8999996,0.5,1
LVgl,LVgl,LV,LVg,,,,1.0,1.0,4.0,P,,0.0,D6,100,150,5,22,49,29,5.0,M,1.71,1.8200001,0.2,6.6999998,0.52999997,6,17,56,24,23,95,0,4,0.0,0.60000002,3
HSfi,HSfi,HS,HSf,,,,0.0,0.0,0.0,VP,,0.0,D5,80,100,6,42,28,30,5.0,M,0.17,1.85,35.771999,4.4000001,11.11,31,68,76,40,29,52,6,1,0.0,0.0,1
GLmo,GLmo,GL,GLm,,,,1.0,1.0,,P,,0.0,D5,80,100,4,40,36,24,9.0,M,1.51,1.77,0.391,7.5,0.74000001,10,14,56,21,20,99,0,2,14.9,0.2,3
RTgl,RTgl,RT,PDg,,,,1.0,1.0,3.0,P,,0.0,D6,100,150,2,42,32,26,9.0,M,1.74,1.8,0.079000004,5.9000001,0.23,8,15,61,24,13,86,14,2,0.0,0.0,0
PZrs,PZrs,PZ,PZf,,,,5.0,2.0,1.0,MW,,2.0,D6,100,150,26,69,26,5,11.0,C,1.76,1.26,0.149,5.5999999,0.31,11,5,57,4,4,56,13,2,0.0,0.0,0
CMkkca,CMca,CM,CMc,,1.0,0.0,,,0.0,MW,,0.0,D5,80,100,10,43,37,20,9.0,M,1.51,1.71,0.28599998,8.3000002,0.38,7,15,65,51,51,100,0,20,12.2,5.0999999,0
CMca,CMca,CM,CMc,,,,2.0,1.0,,MW,,0.0,D7,150,200,3,36,42,22,9.0,M,1.54,1.74,0.205,8.3000002,0.34,6,14,68,51,51,100,0,15,16.700001,4.5,4
HScr,CRhi,CR,HSi,,,,2.0,3.0,3.0,VP,,0.0,D4,60,80,32,40,46,14,9.0,M,0.23,1.59,35.083,4.8000002,12.71,21,50,33,10,26,37,5,2,0.0,0.0,2
LVcr,LVcr,LV,LVx,,,,1.0,1.0,3.0,MW,,0.0,D2,20,40,12,33,31,36,5.0,F,1.52,1.9,0.792,6.5999999,0.93000001,9,18,48,17,16,80,0,1,0.0,0.1,1
CMeu,CMeu,CM,CMe,,,,1.0,1.0,2.0,MW,,3.0,D5,80,100,25,44,35,21,9.0,M,1.59,1.73,0.30399999,6.8000002,0.55000001,7,13,65,18,17,88,0,3,6.6999998,2.5,1
LVha,LVha,LV,LVh,,,,,,2.0,MW,,0.0,D2,20,40,13,31,44,25,9.0,M,1.58,1.78,0.61500001,6.0,0.74000001,9,15,51,14,13,79,0,1,0.0,0.1,1
PHfv,PHfv,PH,FLm,,,,1.0,1.0,4.0,MW,,0.0,D4,60,80,9,31,42,27,9.0,M,1.54,1.8,0.704,7.5999999,0.83999997,12,21,67,36,36,99,0,3,1.7,1.2,2
CRha,CRha,CR,RGi,,,,5.0,1.0,2.0,MW,,2.0,D7,150,200,26,48,36,16,9.0,M,1.59,1.64,0.221,7.5999999,0.41,7,12,73,34,36,97,0,14,9.6000004,4.5,3
CMcr,CMcr,CM,CMx,1.0,,,,,,MW,162.0,3.0,D1,0,20,9,61,19,20,10.0,M,1.37,1.73,0.74400002,6.6999998,0.75,11,11,45,13,12,82,0,1,0.0,2.0,1
CMeu,CMeu,CM,CMe,,,,0.0,0.0,,MW,,0.0,D3,40,60,19,42,37,21,9.0,M,1.52,1.73,0.51800001,6.6999998,0.68000001,8,14,60,16,14,83,0,3,0.0,2.5999999,0
GLeu,GLeu,GL,GLe,,0.0,0.0,,,0.0,VP,,0.0,D6,100,150,21,27,31,42,3.0,F,1.4,1.95,0.27500001,6.1999998,0.37,8,21,53,20,18,83,0,4,0.0,0.0,1
STlv,STlv,ST,LVj,,,,1.0,1.0,4.0,P,,0.0,D5,80,100,3,23,44,33,5.0,M,1.7,1.87,0.18700001,6.3000002,0.36000001,6,18,56,15,16,75,0,6,0.0,1.7,2
SNgl,SNgl,SN,SNg,,,,,,,P,,0.0,D5,80,100,4,31,43,26,9.0,M,1.55,1.79,0.25099999,8.8000002,0.28,10,20,72,32,31,100,0,45,3.5999999,2.0,8
CMdy,CMdy,CM,CMd,,,,,,,MW,,0.0,D6,100,150,26,50,32,18,9.0,M,1.53,1.6799999,0.34900001,5.4000001,0.52999997,8,10,50,6,5,40,40,2,0.0,5.0999999,0
CMvr,CMvr,CM,CMv,,,,1.0,3.0,,MW,,0.0,D4,60,80,5,23,30,47,3.0,F,1.45,1.99,0.48699999,7.3000002,0.63999999,9,30,64,31,31,94,0,5,6.8000002,1.6,0
PLeu,PLeu,PL,PLe,,,,1.0,1.0,1.0,P,,0.0,D4,60,80,4,19,43,38,4.0,F,1.61,1.91,0.44099998,5.4000001,0.41,8,20,47,15,15,82,11,2,0.0,0.0,0
SN,SN,SN,SN,1.0,,,,,,MW,147.0,0.0,D1,0,20,5,48,30,22,9.0,M,1.54,1.75,0.616,8.1999998,0.63999999,10,17,75,31,31,100,0,26,7.0999999,0.60000002,3
LVvr,LVvr,LV,LVv,,,,4.0,1.0,,MW,,0.0,D6,100,150,14,21,32,47,3.0,F,1.72,1.99,0.28200001,7.3000002,0.50999999,5,21,54,32,32,99,0,6,6.9000001,2.7,2
PZgl,PZgl,PZ,PZg,,,,1.0,1.0,1.0,P,,2.0,D5,80,100,16,72,22,6,11.0,C,1.71,1.33,0.168,5.3000002,0.17,14,5,47,4,3,53,20,2,0.0,0.0,0
RGca,RGca,RG,RGc,,,,1.0,1.0,4.0,MW,,0.0,D3,40,60,24,37,42,21,9.0,M,1.55,1.72,0.37400001,8.1000004,0.56999999,7,12,72,46,46,100,0,6,13.8,1.5,1
LVha,LVha,LV,LVh,,,,3.0,1.0,2.0,MW,,0.0,D2,20,40,11,36,39,25,9.0,M,1.6,1.78,0.63099998,6.0,0.68000001,10,14,48,11,10,74,24,2,0.0,0.1,1
ARcl,ARcq,AR,ARa,1.0,0.0,0.0,,,0.0,SE,72.0,0.0,D1,0,20,2,86,10,4,12.0,C,1.48,1.2,0.90200007,5.3000002,0.62,13,3,12,2,2,45,6,3,0.0,0.1,0
PZet,PZet,PZ,PZb,,,,1.0,1.0,,MW,,0.0,D3,40,60,24,72,19,9,11.0,C,1.38,1.46,1.309,5.0,0.79000002,20,8,63,4,1,18,64,1,0.0,0.0,0
CHlv,CHlv,CH,CHl,,,,1.0,1.0,,MW,,0.0,D4,60,80,6,27,41,32,5.0,M,1.58,1.86,0.58600003,7.4000001,0.75,8,22,64,34,34,98,0,2,10.4,1.8,2
CRha,CRha,CR,RGi,,,,4.0,4.0,2.0,MW,,0.0,D2,20,40,39,68,21,11,11.0,C,1.5,1.53,0.132,6.8000002,0.75,11,16,61,26,24,76,0,5,8.5,2.9000001,1
RGca,RGca,RG,RGc,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,23,51,30,19,9.0,M,1.49,1.7,0.186,8.1999998,0.44999999,8,11,94,59,59,100,0,38,8.8000002,2.7,3
FLskca,FLca,FL,FLc,,3.0,19.0,,,0.0,MW,,0.0,D4,60,80,9,41,39,20,9.0,M,1.45,1.71,0.43000001,8.1999998,0.47,9,15,72,38,39,96,0,10,11.9,1.1,2
CMgl,CMgl,CM,CMg,,,,2.0,1.0,1.0,P,,0.0,D2,20,40,12,26,46,28,5.0,M,1.46,1.8099999,0.95299995,6.0,1.25,10,15,42,15,12,59,0,1,0.0,1.3,0
LVgl,LVgl,LV,LVg,1.0,,,1.0,1.0,3.0,P,176.0,0.0,D1,0,20,4,23,55,22,7.0,M,1.51,1.73,1.6889999,6.1999998,1.75,10,17,49,16,15,84,0,1,0.0,0.1,1
RTeu,RTeu,RT,PDe,,,,,,1.0,MW,,2.0,D3,40,60,6,45,36,19,9.0,M,1.64,1.7,0.22400001,5.9000001,0.27000001,9,10,52,14,13,82,13,1,0.0,0.0,0
GLum,GLum,GL,GLu,,,,1.0,1.0,1.0,P,,0.0,D4,60,80,9,48,26,26,10.0,M,1.53,1.8,0.91299999,5.1999998,0.91000003,12,10,24,6,3,37,20,2,0.0,0.0,0
LVab,LVab,LV,LVa,,,,,,,MW,,0.0,D2,20,40,9,39,42,19,9.0,M,1.54,1.6900001,0.60500002,6.0,0.63999999,10,13,57,10,10,81,10,1,0.0,0.1,1
PLeu,PLeu,PL,PLe,,,,1.0,1.0,1.0,P,,0.0,D2,20,40,10,67,11,22,10.0,M,1.48,1.76,0.23699999,6.4000001,0.44,7,10,49,11,11,90,0,7,0.0,0.0,1
FLdy,FLdy,FL,FLd,,,,1.0,1.0,3.0,MW,,0.0,D6,100,150,24,49,30,21,9.0,M,1.47,1.73,0.35499999,5.5,0.49000001,10,9,40,3,3,43,38,2,0.0,1.3,2
CRha,CRha,CR,RGi,,,,1.0,1.0,,MW,,0.0,D4,60,80,34,34,49,17,9.0,M,1.4,1.65,1.591,6.8000002,0.97000003,13,13,50,26,23,82,0,5,11.0,4.8000002,2
LVle,LVha,LV,LVh,3.0,2.0,0.0,,,,MW,41.0,0.0,D1,0,20,11,41,42,17,9.0,M,1.5,1.66,1.51,5.9000001,1.33,12,13,45,10,9,75,12,1,0.0,0.1,1
AR,AR,AR,ARh,,,,3.0,1.0,1.0,SE,,0.0,D6,100,150,11,87,8,5,12.0,C,1.62,1.28,0.112,5.9000001,0.17,7,2,46,2,2,83,6,2,0.0,0.0,0
RGdy,RGdy,RG,RGd,3.0,,,3.0,0.0,,MW,32.0,0.0,D1,0,20,9,54,30,16,11.0,M,1.58,1.64,1.159,5.3000002,0.94,12,12,40,10,8,61,5,2,0.0,2.9000001,1
HScr,CRhi,CR,HSi,3.0,,,5.0,2.0,,VP,53.0,0.0,D1,0,20,16,27,55,18,7.0,M,0.16,1.66,46.757,4.4000001,16.110001,29,96,57,28,21,27,6,1,0.0,0.0,1
GLeu,GLeu,GL,GLe,,,,1.0,3.0,,VP,,0.0,D5,80,100,8,34,31,35,5.0,F,1.46,1.89,0.36500001,6.5999999,0.51999998,8,17,48,17,16,84,0,3,0.0,0.1,1
